"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,4.02578580604763e-06,56,958,14,0.0146137787056367,0.25,"GO:0060425","GO:BP","lung morphogenesis",20972,13628,"GO:0009887;GO:0030324"
"query_1",TRUE,4.12048926036914e-06,1694,958,123,0.12839248434238,0.0726092089728453,"GO:0044281","GO:BP","small molecule metabolic process",20972,10246,"GO:0008152"
"query_1",TRUE,4.29367631413237e-06,190,958,27,0.0281837160751566,0.142105263157895,"GO:0033002","GO:BP","muscle cell proliferation",20972,7457,"GO:0008283"
"query_1",TRUE,4.44467954000403e-06,694,958,63,0.0657620041753653,0.0907780979827089,"GO:0006897","GO:BP","endocytosis",20972,2420,"GO:0016192;GO:0098657"
"query_1",TRUE,4.46284722699761e-06,3573,958,224,0.233820459290188,0.0626924153372516,"GO:0006996","GO:BP","organelle organization",20972,2478,"GO:0016043"
"query_1",TRUE,4.62047545887926e-06,202,539,34,0.0630797773654917,0.168316831683168,"KEGG:04510","KEGG","Focal adhesion",8716,323,"KEGG:00000"
"query_1",TRUE,4.62047545887926e-06,155,539,29,0.0538033395176252,0.187096774193548,"KEGG:04514","KEGG","Cell adhesion molecule (CAM) interaction",8716,325,"KEGG:00000"
"query_1",TRUE,4.83804872474302e-06,103,958,19,0.0198329853862213,0.184466019417476,"GO:0090130","GO:BP","tissue migration",20972,16849,"GO:0032501"
"query_1",TRUE,4.83804872474302e-06,665,958,61,0.0636743215031315,0.0917293233082707,"GO:0045596","GO:BP","negative regulation of cell differentiation",20972,10678,"GO:0030154;GO:0045595;GO:0048523;GO:0051093"
"query_1",TRUE,4.91056463493014e-06,345,958,39,0.0407098121085595,0.11304347826087,"GO:0141091","GO:BP","transforming growth factor beta receptor superfamily signaling pathway",20972,18772,"GO:0007178"
"query_1",TRUE,4.92852030000461e-06,457,958,47,0.0490605427974948,0.102844638949672,"GO:0048568","GO:BP","embryonic organ development",20972,11991,"GO:0009790;GO:0048513"
"query_1",TRUE,5.3859851619462e-06,306,958,36,0.0375782881002088,0.117647058823529,"GO:0048638","GO:BP","regulation of developmental growth",20972,12047,"GO:0040008;GO:0048589;GO:0050793"
"query_1",TRUE,5.39323424095553e-06,298,644,43,0.0667701863354037,0.144295302013423,"REAC:R-HSA-1474244","REAC","Extracellular matrix organization",11056,930,"REAC:0000000"
"query_1",TRUE,5.39323424095553e-06,2570,644,209,0.324534161490683,0.0813229571984436,"REAC:R-HSA-162582","REAC","Signal Transduction",11056,2309,"REAC:0000000"
"query_1",TRUE,5.46553004441056e-06,374,958,41,0.0427974947807933,0.109625668449198,"GO:0006979","GO:BP","response to oxidative stress",20972,2471,"GO:0006950"
"query_1",TRUE,5.53291905956635e-06,94,958,18,0.0187891440501044,0.191489361702128,"GO:0010631","GO:BP","epithelial cell migration",20972,4090,"GO:0001667;GO:0090132"
"query_1",TRUE,5.81162848326677e-06,623,958,58,0.0605427974947808,0.0930979133226324,"GO:0120035","GO:BP","regulation of plasma membrane bounded cell projection organization",20972,18204,"GO:0031344;GO:0120036"
"query_1",TRUE,5.81315302764812e-06,255,958,32,0.0334029227557411,0.125490196078431,"GO:0060828","GO:BP","regulation of canonical Wnt signaling pathway",20972,13934,"GO:0030111;GO:0060070"
"query_1",TRUE,5.84543034545571e-06,136,958,22,0.022964509394572,0.161764705882353,"GO:0072175","GO:BP","epithelial tube formation",20972,16046,"GO:0035148;GO:0060562"
"query_1",TRUE,5.84543034545571e-06,136,958,22,0.022964509394572,0.161764705882353,"GO:0002040","GO:BP","sprouting angiogenesis",20972,623,"GO:0001525"
"query_1",TRUE,6.18025202395951e-06,376,958,41,0.0427974947807933,0.109042553191489,"GO:2001233","GO:BP","regulation of apoptotic signaling pathway",20972,24474,"GO:0009966;GO:0042981;GO:0097190"
"query_1",TRUE,6.41517121621379e-06,2196,958,150,0.156576200417537,0.0683060109289618,"GO:0006796","GO:BP","phosphate-containing compound metabolic process",20972,2354,"GO:0006793"
"query_1",TRUE,6.94317499204692e-06,2199,958,150,0.156576200417537,0.0682128240109141,"GO:0006793","GO:BP","phosphorus metabolic process",20972,2351,"GO:0008152"
"query_1",TRUE,7.22110887527189e-06,86,958,17,0.0177453027139875,0.197674418604651,"GO:0001892","GO:BP","embryonic placenta development",20972,504,"GO:0001701;GO:0001890;GO:0048568"
"query_1",TRUE,7.41918779930019e-06,421,958,44,0.0459290187891441,0.104513064133017,"GO:0060537","GO:BP","muscle tissue development",20972,13721,"GO:0009888"
"query_1",TRUE,7.79396726587281e-06,77,958,16,0.0167014613778706,0.207792207792208,"GO:0120192","GO:BP","tight junction assembly",20972,18285,"GO:0007043;GO:0120193"
"query_1",TRUE,8.73165341014229e-06,97,958,18,0.0187891440501044,0.185567010309278,"GO:0097306","GO:BP","cellular response to alcohol",20972,17364,"GO:0097305;GO:1901701"
"query_1",TRUE,9.04938710006264e-06,1510,958,111,0.115866388308977,0.0735099337748344,"GO:0045934","GO:BP","negative regulation of nucleobase-containing compound metabolic process",20972,10950,"GO:0006139;GO:0009892;GO:0019219"
"query_1",TRUE,1.01058399403957e-05,1672,958,120,0.125260960334029,0.0717703349282297,"GO:0045893","GO:BP","positive regulation of DNA-templated transcription",20972,10916,"GO:0006351;GO:0006355;GO:1902680"
"query_1",TRUE,1.07152061874631e-05,1674,958,120,0.125260960334029,0.0716845878136201,"GO:1902680","GO:BP","positive regulation of RNA biosynthetic process",20972,20895,"GO:0010557;GO:0032774;GO:0051254;GO:2001141"
"query_1",TRUE,1.1694521415498e-05,891,958,74,0.0772442588726514,0.0830527497194164,"GO:0071345","GO:BP","cellular response to cytokine stimulus",20972,15461,"GO:0034097"
"query_1",TRUE,1.18549268232369e-05,37,958,11,0.011482254697286,0.297297297297297,"GO:0035633","GO:BP","maintenance of blood-brain barrier",20972,8539,"GO:0001894"
"query_1",TRUE,1.20404900816961e-05,1572,958,114,0.118997912317328,0.0725190839694656,"GO:0016192","GO:BP","vesicle-mediated transport",20972,4920,"GO:0006810;GO:0009987"
"query_1",TRUE,1.23010138849846e-05,1024,958,82,0.0855949895615866,0.080078125,"GO:0003006","GO:BP","developmental process involved in reproduction",20972,1408,"GO:0022414;GO:0032502"
"query_1",TRUE,1.25479871871118e-05,226,958,29,0.0302713987473904,0.128318584070796,"GO:0007163","GO:BP","establishment or maintenance of cell polarity",20972,2593,"GO:0009987"
"query_1",TRUE,1.30760254248835e-05,80,958,16,0.0167014613778706,0.2,"GO:0014812","GO:BP","muscle cell migration",20972,4474,"GO:0016477"
"query_1",TRUE,1.3504216142145e-05,388,958,41,0.0427974947807933,0.105670103092784,"GO:0042692","GO:BP","muscle cell differentiation",20972,9648,"GO:0030154;GO:0061061"
"query_1",TRUE,1.43497401743348e-05,306,958,35,0.0365344467640919,0.11437908496732,"GO:0043491","GO:BP","phosphatidylinositol 3-kinase/protein kinase B signal transduction",20972,10057,"GO:0141124"
"query_1",TRUE,1.46171559957349e-05,979,958,79,0.0824634655532359,0.0806945863125638,"GO:0034097","GO:BP","response to cytokine",20972,7846,"GO:1901652"
"query_1",TRUE,1.52265060158976e-05,241,958,30,0.0313152400835073,0.12448132780083,"GO:0022604","GO:BP","regulation of cell morphogenesis",20972,6177,"GO:0000902;GO:0022603"
"query_1",TRUE,1.52497753804878e-05,3152,958,199,0.207724425887265,0.0631345177664975,"GO:0010604","GO:BP","positive regulation of macromolecule metabolic process",20972,4065,"GO:0009893;GO:0043170;GO:0060255"
"query_1",TRUE,1.52936183062401e-05,307,958,35,0.0365344467640919,0.11400651465798,"GO:0030198","GO:BP","extracellular matrix organization",20972,6272,"GO:0043062;GO:0045229"
"query_1",TRUE,1.52936183062401e-05,133,958,21,0.0219206680584551,0.157894736842105,"GO:0050680","GO:BP","negative regulation of epithelial cell proliferation",20972,12355,"GO:0008285;GO:0050673;GO:0050678"
"query_1",TRUE,1.52936183062401e-05,133,958,21,0.0219206680584551,0.157894736842105,"GO:0045598","GO:BP","regulation of fat cell differentiation",20972,10680,"GO:0045444;GO:0045595"
"query_1",TRUE,1.54703959078694e-05,87,644,20,0.031055900621118,0.229885057471264,"REAC:R-HSA-421270","REAC","Cell-cell junction organization",11056,346,"REAC:R-HSA-446728"
"query_1",TRUE,1.60153068051571e-05,335,958,37,0.0386221294363257,0.11044776119403,"GO:0042327","GO:BP","positive regulation of phosphorylation",20972,9446,"GO:0016310;GO:0042325;GO:0045937"
"query_1",TRUE,1.6320597333774e-05,308,958,35,0.0365344467640919,0.113636363636364,"GO:0043062","GO:BP","extracellular structure organization",20972,9846,"GO:0016043"
"query_1",TRUE,1.71741539134877e-05,134,958,21,0.0219206680584551,0.156716417910448,"GO:0030879","GO:BP","mammary gland development",20972,6502,"GO:0048732"
"query_1",TRUE,1.71741539134877e-05,123,958,20,0.0208768267223382,0.16260162601626,"GO:0001838","GO:BP","embryonic epithelial tube formation",20972,482,"GO:0016331;GO:0072175"
"query_1",TRUE,1.74528690214031e-05,309,958,35,0.0365344467640919,0.113268608414239,"GO:0045229","GO:BP","external encapsulating structure organization",20972,10571,"GO:0016043"
"query_1",TRUE,1.74691054068991e-05,205,958,27,0.0281837160751566,0.131707317073171,"GO:1901654","GO:BP","response to ketone",20972,20211,"GO:1901700"
"query_1",TRUE,1.81087037210915e-05,92,958,17,0.0177453027139875,0.184782608695652,"GO:0001656","GO:BP","metanephros development",20972,357,"GO:0001822"
"query_1",TRUE,1.92504369471796e-05,55,958,13,0.0135699373695198,0.236363636363636,"GO:0001954","GO:BP","positive regulation of cell-matrix adhesion",20972,550,"GO:0001952;GO:0007160;GO:0010811"
"query_1",TRUE,2.04131704050229e-05,271,958,32,0.0334029227557411,0.118081180811808,"GO:0001894","GO:BP","tissue homeostasis",20972,506,"GO:0048871;GO:0060249"
"query_1",TRUE,2.04131704050229e-05,271,958,32,0.0334029227557411,0.118081180811808,"GO:0060249","GO:BP","anatomical structure homeostasis",20972,13481,"GO:0048871"
"query_1",TRUE,2.0437982491714e-05,27,644,11,0.0170807453416149,0.407407407407407,"REAC:R-HSA-3000170","REAC","Syndecan interactions",11056,2464,"REAC:R-HSA-3000171"
"query_1",TRUE,2.08669966356953e-05,207,958,27,0.0281837160751566,0.130434782608696,"GO:0007179","GO:BP","transforming growth factor beta receptor signaling pathway",20972,2606,"GO:0071560;GO:0141091"
"query_1",TRUE,2.09056164025375e-05,1592,958,114,0.118997912317328,0.071608040201005,"GO:0022414","GO:BP","reproductive process",20972,6171,"GO:0008150"
"query_1",TRUE,2.17476532564826e-05,125,958,20,0.0208768267223382,0.16,"GO:0048660","GO:BP","regulation of smooth muscle cell proliferation",20972,12069,"GO:0042127;GO:0048659"
"query_1",TRUE,2.37621783418511e-05,355,958,38,0.0396659707724426,0.107042253521127,"GO:0044092","GO:BP","negative regulation of molecular function",20972,10217,"GO:0065009"
"query_1",TRUE,2.39372181523411e-05,993,958,79,0.0824634655532359,0.0795568982880161,"GO:1901652","GO:BP","response to peptide",20972,20209,"GO:0042221"
"query_1",TRUE,2.3982537208724e-05,65,958,14,0.0146137787056367,0.215384615384615,"GO:0010632","GO:BP","regulation of epithelial cell migration",20972,4091,"GO:0010631;GO:0030334;GO:0051239"
"query_1",TRUE,2.3982537208724e-05,137,958,21,0.0219206680584551,0.153284671532847,"GO:0008360","GO:BP","regulation of cell shape",20972,3039,"GO:0022604;GO:0065008"
"query_1",TRUE,2.44353096765195e-05,314,958,35,0.0365344467640919,0.111464968152866,"GO:0019216","GO:BP","regulation of lipid metabolic process",20972,5271,"GO:0006629;GO:0080090"
"query_1",TRUE,2.51175536160296e-05,413,958,42,0.0438413361169102,0.101694915254237,"GO:0007159","GO:BP","leukocyte cell-cell adhesion",20972,2589,"GO:0098609"
"query_1",TRUE,2.56886536212364e-05,399,958,41,0.0427974947807933,0.102756892230576,"GO:0014706","GO:BP","striated muscle tissue development",20972,4426,"GO:0060537"
"query_1",TRUE,2.71871146648381e-05,1566,958,112,0.116910229645094,0.0715197956577267,"GO:0051049","GO:BP","regulation of transport",20972,12588,"GO:0006810;GO:0032879"
"query_1",TRUE,2.80722703008961e-05,85,958,16,0.0167014613778706,0.188235294117647,"GO:0120193","GO:BP","tight junction organization",20972,18286,"GO:0045216"
"query_1",TRUE,2.84037053147794e-05,66,958,14,0.0146137787056367,0.212121212121212,"GO:0001885","GO:BP","endothelial cell development",20972,499,"GO:0002064;GO:0045446"
"query_1",TRUE,2.84037053147794e-05,66,958,14,0.0146137787056367,0.212121212121212,"GO:0014909","GO:BP","smooth muscle cell migration",20972,4551,"GO:0014812"
"query_1",TRUE,2.84037053147794e-05,626,958,56,0.058455114822547,0.0894568690095847,"GO:0055082","GO:BP","intracellular chemical homeostasis",20972,13260,"GO:0019725;GO:0048878"
"query_1",TRUE,2.84037053147794e-05,66,958,14,0.0146137787056367,0.212121212121212,"GO:1905330","GO:BP","regulation of morphogenesis of an epithelium",20972,22773,"GO:0002009;GO:0022603"
"query_1",TRUE,2.87185023554201e-05,580,958,53,0.0553235908141962,0.0913793103448276,"GO:0044283","GO:BP","small molecule biosynthetic process",20972,10248,"GO:0009058;GO:0044281"
"query_1",TRUE,2.89330996573255e-05,276,958,32,0.0334029227557411,0.115942028985507,"GO:0070372","GO:BP","regulation of ERK1 and ERK2 cascade",20972,14976,"GO:0043408;GO:0070371"
"query_1",TRUE,3.01317044475715e-05,290,958,33,0.034446764091858,0.113793103448276,"GO:0019058","GO:BP","viral life cycle",20972,5234,"GO:0016032"
"query_1",TRUE,3.03759548121173e-05,128,958,20,0.0208768267223382,0.15625,"GO:0048659","GO:BP","smooth muscle cell proliferation",20972,12068,"GO:0033002"
"query_1",TRUE,3.19818725991348e-05,346,958,37,0.0386221294363257,0.106936416184971,"GO:0021700","GO:BP","developmental maturation",20972,5875,"GO:0032502"
"query_1",TRUE,3.37068323368042e-05,107,958,18,0.0187891440501044,0.168224299065421,"GO:0010595","GO:BP","positive regulation of endothelial cell migration",20972,4057,"GO:0010594;GO:0030335;GO:0043542"
"query_1",TRUE,3.4604153666338e-05,538,958,50,0.0521920668058455,0.0929368029739777,"GO:0001501","GO:BP","skeletal system development",20972,306,"GO:0048731"
"query_1",TRUE,3.4604153666338e-05,615,958,55,0.0574112734864301,0.0894308943089431,"GO:0030031","GO:BP","cell projection assembly",20972,6220,"GO:0022607;GO:0030030"
"query_1",TRUE,3.50796981721276e-05,449,644,54,0.0838509316770186,0.120267260579065,"REAC:R-HSA-9012999","REAC","RHO GTPase cycle",11056,1920,"REAC:R-HSA-194315"
"query_1",TRUE,3.73787389358474e-05,214,958,27,0.0281837160751566,0.126168224299065,"GO:0009612","GO:BP","response to mechanical stimulus",20972,3383,"GO:0009605;GO:0009628"
"query_1",TRUE,3.80742195536582e-05,34,958,10,0.0104384133611691,0.294117647058824,"GO:0010464","GO:BP","regulation of mesenchymal cell proliferation",20972,3974,"GO:0010463;GO:0042127"
"query_1",TRUE,3.8415908432861e-05,177,958,24,0.0250521920668058,0.135593220338983,"GO:0030216","GO:BP","keratinocyte differentiation",20972,6285,"GO:0009913;GO:0043588"
"query_1",TRUE,3.8846248427705e-05,602,958,54,0.0563674321503132,0.0897009966777409,"GO:0120031","GO:BP","plasma membrane bounded cell projection assembly",20972,18200,"GO:0030031;GO:0120036"
"query_1",TRUE,3.89469035859169e-05,50,958,12,0.0125260960334029,0.24,"GO:0035272","GO:BP","exocrine system development",20972,8357,"GO:0048731"
"query_1",TRUE,3.90117435770433e-05,2913,958,184,0.192066805845511,0.0631651218674906,"GO:0002376","GO:BP","immune system process",20972,867,"GO:0008150"
"query_1",TRUE,3.95349076071907e-05,681,958,59,0.0615866388308977,0.0866372980910426,"GO:1902532","GO:BP","negative regulation of intracellular signal transduction",20972,20815,"GO:0009968;GO:0035556;GO:1902531"
"query_1",TRUE,4.01611030638121e-05,1369,958,100,0.104384133611691,0.0730460189919649,"GO:0006629","GO:BP","lipid metabolic process",20972,2220,"GO:0044238"
"query_1",TRUE,4.15023043663088e-05,1077,958,83,0.0866388308977036,0.0770659238625813,"GO:0016310","GO:BP","phosphorylation",20972,4946,"GO:0006796"
"query_1",TRUE,4.20879402084429e-05,527,958,49,0.0511482254697286,0.0929791271347249,"GO:0043068","GO:BP","positive regulation of programmed cell death",20972,9851,"GO:0012501;GO:0043067;GO:0048522"
"query_1",TRUE,4.8923166028797e-05,192,958,25,0.0260960334029228,0.130208333333333,"GO:0051897","GO:BP","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",20972,13049,"GO:0043491;GO:0051896;GO:1902533"
"query_1",TRUE,4.90269171540257e-05,121,958,19,0.0198329853862213,0.15702479338843,"GO:0043534","GO:BP","blood vessel endothelial cell migration",20972,10075,"GO:0043542"
"query_1",TRUE,4.90654696642403e-05,353,958,37,0.0386221294363257,0.104815864022663,"GO:0043549","GO:BP","regulation of kinase activity",20972,10083,"GO:0042325;GO:0051338"
"query_1",TRUE,4.90654696642403e-05,396,958,40,0.0417536534446764,0.101010101010101,"GO:0009410","GO:BP","response to xenobiotic stimulus",20972,3319,"GO:0042221"
"query_1",TRUE,4.93092285583616e-05,35,958,10,0.0104384133611691,0.285714285714286,"GO:0071398","GO:BP","cellular response to fatty acid",20972,15514,"GO:0070542;GO:0071396;GO:1901701"
"query_1",TRUE,5.33387440353283e-05,100,958,17,0.0177453027139875,0.17,"GO:0032355","GO:BP","response to estradiol",20972,7026,"GO:0033993;GO:1901700"
"query_1",TRUE,5.33387440353283e-05,100,958,17,0.0177453027139875,0.17,"GO:0072080","GO:BP","nephron tubule development",20972,15960,"GO:0061326;GO:0072009"
"query_1",TRUE,5.47151595381032e-05,122,958,19,0.0198329853862213,0.155737704918033,"GO:0010811","GO:BP","positive regulation of cell-substrate adhesion",20972,4217,"GO:0010810;GO:0031589;GO:0045785"
"query_1",TRUE,5.50798901196862e-05,457,958,44,0.0459290187891441,0.0962800875273523,"GO:0043434","GO:BP","response to peptide hormone",20972,10018,"GO:0009725;GO:1901698;GO:1901700"
"query_1",TRUE,5.74030976796487e-05,738,958,62,0.0647181628392484,0.0840108401084011,"GO:0019725","GO:BP","cellular homeostasis",20972,5617,"GO:0042592"
"query_1",TRUE,5.88359999134753e-05,61,958,13,0.0135699373695198,0.213114754098361,"GO:0090109","GO:BP","regulation of cell-substrate junction assembly",20972,16834,"GO:0007044;GO:0150116;GO:1901888"
"query_1",TRUE,5.88359999134753e-05,61,958,13,0.0135699373695198,0.213114754098361,"GO:0051893","GO:BP","regulation of focal adhesion assembly",20972,13045,"GO:0001952;GO:0048041;GO:0090109"
"query_1",TRUE,5.92064721668658e-05,342,958,36,0.0375782881002088,0.105263157894737,"GO:0031346","GO:BP","positive regulation of cell projection organization",20972,6681,"GO:0030030;GO:0031344;GO:0051130"
"query_1",TRUE,5.94181924473916e-05,328,958,35,0.0365344467640919,0.106707317073171,"GO:0022409","GO:BP","positive regulation of cell-cell adhesion",20972,6166,"GO:0022407;GO:0045785;GO:0098609"
"query_1",TRUE,5.96678513006621e-05,233,958,28,0.0292275574112735,0.120171673819742,"GO:0043086","GO:BP","negative regulation of catalytic activity",20972,9855,"GO:0044092;GO:0050790"
"query_1",TRUE,5.99701967546413e-05,101,958,17,0.0177453027139875,0.168316831683168,"GO:0048009","GO:BP","insulin-like growth factor receptor signaling pathway",20972,11621,"GO:0007169"
"query_1",TRUE,6.04147313042109e-05,1123,958,85,0.0887265135699374,0.0756901157613535,"GO:0001775","GO:BP","cell activation",20972,427,"GO:0009987;GO:0032501"
"query_1",TRUE,6.1762317228892e-05,676,958,58,0.0605427974947808,0.0857988165680473,"GO:1901699","GO:BP","cellular response to nitrogen compound",20972,20236,"GO:0070887;GO:1901698"
"query_1",TRUE,6.30720991899339e-05,36,958,10,0.0104384133611691,0.277777777777778,"GO:0002504","GO:BP","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",20972,985,"GO:0019882"
"query_1",TRUE,6.65937954476946e-05,873,958,70,0.0730688935281837,0.0801832760595647,"GO:0006954","GO:BP","inflammatory response",20972,2454,"GO:0006952"
"query_1",TRUE,6.66912646045717e-05,171,958,23,0.0240083507306889,0.134502923976608,"GO:1902905","GO:BP","positive regulation of supramolecular fiber organization",20972,21053,"GO:0051130;GO:0097435;GO:1902903"
"query_1",TRUE,6.83614650075888e-05,522,958,48,0.0501043841336117,0.0919540229885057,"GO:0002683","GO:BP","negative regulation of immune system process",20972,1155,"GO:0002376;GO:0002682;GO:0048519"
"query_1",TRUE,7.14876840810699e-05,317,958,34,0.0354906054279749,0.107255520504732,"GO:0070482","GO:BP","response to oxygen levels",20972,15030,"GO:0009628"
"query_1",TRUE,7.32673727234316e-05,249,958,29,0.0302713987473904,0.116465863453815,"GO:0010001","GO:BP","glial cell differentiation",20972,3660,"GO:0030154;GO:0042063"
"query_1",TRUE,7.50535050579266e-05,290,958,32,0.0334029227557411,0.110344827586207,"GO:0036293","GO:BP","response to decreased oxygen levels",20972,8921,"GO:0070482"
"query_1",TRUE,7.5270406961345e-05,72,958,14,0.0146137787056367,0.194444444444444,"GO:0045669","GO:BP","positive regulation of osteoblast differentiation",20972,10751,"GO:0001649;GO:0045597;GO:0045667"
"query_1",TRUE,7.6008001762289e-05,82,958,15,0.0156576200417537,0.182926829268293,"GO:2000027","GO:BP","regulation of animal organ morphogenesis",20972,23539,"GO:0009887;GO:0022603"
"query_1",TRUE,8.17295036234614e-05,161,958,22,0.022964509394572,0.136645962732919,"GO:0007173","GO:BP","epidermal growth factor receptor signaling pathway",20972,2602,"GO:0038127"
"query_1",TRUE,8.41449517491252e-05,511,958,47,0.0490605427974948,0.0919765166340509,"GO:0008015","GO:BP","blood circulation",20972,2956,"GO:0003013"
"query_1",TRUE,8.46305405426899e-05,54,958,12,0.0125260960334029,0.222222222222222,"GO:0070542","GO:BP","response to fatty acid",20972,15055,"GO:0033993;GO:1901700"
"query_1",TRUE,8.65557685239756e-05,238,958,28,0.0292275574112735,0.117647058823529,"GO:0097305","GO:BP","response to alcohol",20972,17363,"GO:1901700"
"query_1",TRUE,8.68973585891703e-05,104,958,17,0.0177453027139875,0.163461538461538,"GO:0001823","GO:BP","mesonephros development",20972,467,"GO:0001822"
"query_1",TRUE,8.71386130982463e-05,1883,958,127,0.132567849686848,0.0674455655868295,"GO:0006952","GO:BP","defense response",20972,2452,"GO:0006950"
"query_1",TRUE,8.71386130982463e-05,225,958,27,0.0281837160751566,0.12,"GO:0048738","GO:BP","cardiac muscle tissue development",20972,12145,"GO:0007507;GO:0014706"
"query_1",TRUE,8.73287567598174e-05,512,958,47,0.0490605427974948,0.091796875,"GO:0043065","GO:BP","positive regulation of apoptotic process",20972,9848,"GO:0006915;GO:0042981;GO:0043068"
"query_1",TRUE,8.87172064861648e-05,982,958,76,0.0793319415448852,0.0773930753564155,"GO:0006468","GO:BP","protein phosphorylation",20972,2098,"GO:0016310;GO:0036211"
"query_1",TRUE,9.08035677768535e-05,23,958,8,0.00835073068893528,0.347826086956522,"GO:0016338","GO:BP","calcium-independent cell-cell adhesion",20972,4961,"GO:0098609"
"query_1",TRUE,9.11928000829998e-05,816,958,66,0.0688935281837161,0.0808823529411765,"GO:0060284","GO:BP","regulation of cell development",20972,13512,"GO:0045595;GO:0048468"
"query_1",TRUE,9.11928000829998e-05,513,958,47,0.0490605427974948,0.0916179337231969,"GO:0055080","GO:BP","monoatomic cation homeostasis",20972,13258,"GO:0050801"
"query_1",TRUE,9.23362075015375e-05,127,958,19,0.0198329853862213,0.149606299212598,"GO:0003014","GO:BP","renal system process",20972,1416,"GO:0003008"
"query_1",TRUE,9.23362075015375e-05,127,958,19,0.0198329853862213,0.149606299212598,"GO:0003206","GO:BP","cardiac chamber morphogenesis",20972,1577,"GO:0003007;GO:0003205;GO:0009653"
"query_1",TRUE,9.36508849721903e-05,1777,958,121,0.126304801670146,0.06809229037704,"GO:0044419","GO:BP","biological process involved in interspecies interaction between organisms",20972,10288,"GO:0008150"
"query_1",TRUE,9.61454506494159e-05,163,958,22,0.022964509394572,0.134969325153374,"GO:1903034","GO:BP","regulation of response to wounding",20972,21137,"GO:0009611;GO:0080134"
"query_1",TRUE,9.61454506494159e-05,105,958,17,0.0177453027139875,0.161904761904762,"GO:0061326","GO:BP","renal tubule development",20972,14327,"GO:0035295;GO:0060429;GO:0072001"
"query_1",TRUE,9.61454506494159e-05,17,958,7,0.00730688935281837,0.411764705882353,"GO:0090136","GO:BP","epithelial cell-cell adhesion",20972,16855,"GO:0098609"
"query_1",TRUE,9.96952340354031e-05,55,958,12,0.0125260960334029,0.218181818181818,"GO:0010718","GO:BP","positive regulation of epithelial to mesenchymal transition",20972,4150,"GO:0001837;GO:0010717;GO:0045597;GO:0051240"
"query_1",TRUE,0.000100512266553669,38,958,10,0.0104384133611691,0.263157894736842,"GO:0002067","GO:BP","glandular epithelial cell differentiation",20972,639,"GO:0002065"
"query_1",TRUE,0.000101783761545938,309,958,33,0.034446764091858,0.106796116504854,"GO:0001934","GO:BP","positive regulation of protein phosphorylation",20972,535,"GO:0001932;GO:0006468;GO:0031401;GO:0042327"
"query_1",TRUE,0.000104097833715215,352,958,36,0.0375782881002088,0.102272727272727,"GO:0006066","GO:BP","alcohol metabolic process",20972,1832,"GO:0044281"
"query_1",TRUE,0.000108032963032337,202,958,25,0.0260960334029228,0.123762376237624,"GO:0031032","GO:BP","actomyosin structure organization",20972,6557,"GO:0030036"
"query_1",TRUE,0.000108553159533251,456,958,43,0.0448851774530271,0.0942982456140351,"GO:0006935","GO:BP","chemotaxis",20972,2443,"GO:0042221;GO:0042330"
"query_1",TRUE,0.000109079058358844,595,958,52,0.0542797494780793,0.0873949579831933,"GO:0003013","GO:BP","circulatory system process",20972,1415,"GO:0003008"
"query_1",TRUE,0.000109807582738688,1006,958,77,0.0803757828810021,0.0765407554671968,"GO:0044087","GO:BP","regulation of cellular component biogenesis",20972,10212,"GO:0044085;GO:0050794"
"query_1",TRUE,0.000111366627072605,516,644,58,0.0900621118012422,0.112403100775194,"REAC:R-HSA-9006934","REAC","Signaling by Receptor Tyrosine Kinases",11056,2399,"REAC:R-HSA-162582"
"query_1",TRUE,0.000114589719042614,165,958,22,0.022964509394572,0.133333333333333,"GO:0031099","GO:BP","regeneration",20972,6577,"GO:0048856"
"query_1",TRUE,0.000114589719042614,1804,958,122,0.127348643006263,0.0676274944567627,"GO:0051254","GO:BP","positive regulation of RNA metabolic process",20972,12703,"GO:0010604;GO:0016070;GO:0051252"
"query_1",TRUE,0.000115362015436394,75,958,14,0.0146137787056367,0.186666666666667,"GO:1902893","GO:BP","regulation of miRNA transcription",20972,21042,"GO:0006355;GO:0061614;GO:2000628"
"query_1",TRUE,0.000115770791736332,47,958,11,0.011482254697286,0.234042553191489,"GO:0010463","GO:BP","mesenchymal cell proliferation",20972,3973,"GO:0008283"
"query_1",TRUE,0.000119121286287044,458,958,43,0.0448851774530271,0.0938864628820961,"GO:0042330","GO:BP","taxis",20972,9447,"GO:0009605;GO:0040011"
"query_1",TRUE,0.000122946897815321,355,958,36,0.0375782881002088,0.101408450704225,"GO:1990778","GO:BP","protein localization to cell periphery",20972,23438,"GO:0008104"
"query_1",TRUE,0.000123873109938456,399,958,39,0.0407098121085595,0.0977443609022556,"GO:0001558","GO:BP","regulation of cell growth",20972,336,"GO:0016049;GO:0040008;GO:0051128"
"query_1",TRUE,0.000131018337345962,66,958,13,0.0135699373695198,0.196969696969697,"GO:0150116","GO:BP","regulation of cell-substrate junction organization",20972,18894,"GO:0051128;GO:0150115"
"query_1",TRUE,0.000131018337345962,179,958,23,0.0240083507306889,0.128491620111732,"GO:0038127","GO:BP","ERBB signaling pathway",20972,9089,"GO:0007169"
