"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0,5.36605048257017,0.321,0.002,0,"GLB1L3"
0,5.35767645225555,0.65,0.007,0,"RBPMS"
0,5.3564850387113,0.389,0.003,0,"ITGB4"
0,5.35308443321463,0.289,0.003,0,"GULP1"
0,5.34981019025347,0.444,0.003,0,"RHOV"
0,5.33926562840689,0.256,0.003,0,"SYT17"
0,5.32339872493112,0.401,0.003,0,"GNA11"
0,5.31076045087959,0.314,0.003,0,"PCGF2"
0,5.3089467557108,0.276,0.002,0,"CGN"
0,5.306835183825,0.342,0.004,0,"TMEM150C"
0,5.29160810841575,0.333,0.003,0,"PKIB"
0,5.28902042663531,0.923,0.029,0,"S100A13"
0,5.28802273156366,0.669,0.009,0,"CRB3"
0,5.27622660641864,0.529,0.006,0,"MYO10"
0,5.25979041199629,0.835,0.014,0,"IL13RA1"
0,5.25810769349604,0.508,0.007,0,"MYOF"
0,5.25626197452078,0.34,0.002,0,"PARD3"
0,5.25323684970618,0.252,0.002,0,"MARVELD3"
0,5.24798499266492,0.857,0.027,0,"ALCAM"
0,5.24612422372337,0.322,0.004,0,"TMEM47"
0,5.24164905826645,0.727,0.01,0,"FARP1"
0,5.24162921783613,0.35,0.003,0,"GLIS3"
0,5.23434059108182,0.447,0.005,0,"FHL2"
0,5.2298719924556,0.317,0.003,0,"CUEDC1"
0,5.22898080235232,0.352,0.003,0,"PSD3"
0,5.22638305652966,0.776,0.013,0,"CYR61"
0,5.22460840864563,0.391,0.004,0,"MESP1"
0,5.2139288551494,0.4,0.004,0,"CHMP4C"
0,5.21390437467315,0.41,0.005,0,"CDS1"
0,5.21277118158623,0.359,0.003,0,"SHC2"
0,5.20754963653342,0.335,0.004,0,"AKR1C1"
0,5.20084803460225,0.335,0.003,0,"PHYHD1"
0,5.1911216452633,0.635,0.009,0,"EPHX1"
0,5.18442845960677,0.709,0.008,0,"CPE"
0,5.172865940692,0.504,0.006,0,"TBC1D8B"
0,5.17252780892889,0.322,0.003,0,"OBSL1"
0,5.16884760930456,0.251,0.002,0,"CNKSR3"
0,5.15728364043866,0.296,0.005,0,"S100A2"
0,5.1550518021146,0.433,0.005,0,"CDCP1"
0,5.15414206043283,0.317,0.003,0,"PDGFC"
0,5.15044309428867,0.586,0.009,0,"TFPI"
0,5.14357858625856,0.288,0.003,0,"BMP4"
0,5.14174017107061,0.622,0.006,0,"ID4"
0,5.13768367026164,0.29,0.002,0,"PARVA"
0,5.12608496369658,0.251,0.001,0,"PON3"
0,5.11728930214974,0.736,0.013,0,"MGLL"
0,5.116494490302,0.357,0.003,0,"BAIAP2L1"
0,5.11247999704519,0.66,0.009,0,"NECTIN2"
0,5.10373560992102,0.511,0.005,0,"TMEM30B"
0,5.10001185286859,0.25,0.003,0,"LURAP1L"
0,5.06788249159315,0.425,0.003,0,"BICDL2"
0,5.06147474265259,0.514,0.005,0,"RND3"
0,5.04542959188657,0.393,0.003,0,"CCNJL"
0,5.04344712217749,0.556,0.006,0,"TJP1"
0,5.04089599869097,0.594,0.008,0,"HNMT"
0,5.03944929835642,0.313,0.003,0,"EHD2"
0,5.03275732513842,0.264,0.003,0,"KCTD3"
0,5.02056140117486,0.527,0.007,0,"FNBP1L"
0,5.01863080079814,0.539,0.009,0,"EGLN3"
0,5.0171508201213,0.303,0.002,0,"SCN9A"
0,5.01382485257854,0.28,0.004,0,"ITGB8"
0,5.01194866448241,0.305,0.002,0,"SULF1"
0,5.00098666682332,0.51,0.006,0,"DDR1"
0,4.99181196181148,0.304,0.003,0,"ARHGAP32"
0,4.98893958468525,0.71,0.026,0,"MT1E"
0,4.98223580578583,0.404,0.004,0,"DPYSL3"
0,4.96307362759471,0.552,0.006,0,"ENAH"
0,4.96185793207209,0.572,0.012,0,"PCSK1N"
0,4.96066172273143,0.277,0.003,0,"SH3RF1"
0,4.96002536642927,0.587,0.008,0,"ETV1"
0,4.9595044852988,0.287,0.003,0,"TOM1L1"
0,4.95919705730733,0.415,0.006,0,"PAPSS2"
0,4.95647227839915,0.543,0.008,0,"MBOAT2"
0,4.95533849586008,0.381,0.004,0,"ITGB5"
0,4.95448927907345,0.691,0.012,0,"WWTR1"
0,4.95366338240013,0.561,0.008,0,"PDLIM4"
0,4.93535367989258,0.598,0.008,0,"NFIX"
0,4.9302137960598,0.538,0.008,0,"ST14"
0,4.91690995241672,0.558,0.007,0,"NEDD4L"
0,4.90853190230304,0.278,0.003,0,"LINC00511"
0,4.90821789015596,0.291,0.004,0,"ST6GALNAC1"
0,4.90522897196564,0.378,0.004,0,"C6orf132"
0,4.90445134767986,0.636,0.006,0,"PRRG4"
0,4.89602839448357,0.742,0.01,0,"NUPR1"
0,4.89498503185593,0.341,0.003,0,"STEAP1"
0,4.88672225018712,0.285,0.003,0,"ARPIN"
0,4.88564889501241,0.265,0.002,0,"SYNE4"
0,4.87707177864163,0.287,0.003,0,"EDN1"
0,4.86524738801966,0.267,0.002,0,"HSPB8"
0,4.86450962167081,0.418,0.005,0,"GNG12"
0,4.86102486434102,0.912,0.037,0,"BEX3"
0,4.85586826765898,0.277,0.006,0,"RHOD"
0,4.85402262362396,0.667,0.012,0,"KLF5"
0,4.8503320437088,0.452,0.004,0,"EFEMP1"
0,4.8256778968843,0.422,0.006,0,"LRP5"
0,4.81538834239657,0.259,0.003,0,"B9D1"
0,4.80832340841769,0.534,0.015,0,"IFI27"
0,4.80649117544367,0.545,0.008,0,"RAPH1"
0,4.7993893312064,0.887,0.036,0,"ERRFI1"
0,4.79222785029519,0.277,0.004,0,"FSIP2"
0,4.79110503377955,0.522,0.004,0,"LRG1"
0,4.78703398226074,0.488,0.009,0,"TGFA"
0,4.78620464473518,0.275,0.004,0,"ANKRD50"
0,4.78559946643096,0.475,0.008,0,"MACC1"
0,4.77915330733871,0.304,0.005,0,"CXCL3"
0,4.77105360561436,0.836,0.027,0,"SPINT1"
0,4.7328565671868,0.3,0.004,0,"GSTA4"
0,4.72735279627889,0.823,0.031,0,"LMO7"
0,4.72436947338392,0.399,0.005,0,"RGMB"
0,4.72365796456785,0.648,0.011,0,"MTUS1"
0,4.71333529855319,0.319,0.004,0,"FAM198B"
0,4.69806951965993,0.259,0.003,0,"ARHGAP42"
0,4.69777375020741,0.809,0.021,0,"CRNDE"
0,4.69425323004365,0.555,0.024,0,"CD24"
0,4.68825472685171,0.66,0.015,0,"PLXNB2"
0,4.68006530330126,0.713,0.015,0,"SPINT1-AS1"
0,4.6520786918357,0.628,0.021,0,"C15orf48"
0,4.64550299842751,0.669,0.011,0,"RBM47"
0,4.63891676014311,0.473,0.009,0,"LGALSL"
0,4.63865174053172,0.479,0.008,0,"DCBLD2"
0,4.60236224870216,0.436,0.005,0,"EXPH5"
0,4.59601077892825,0.535,0.01,0,"JUP"
0,4.58869661482445,0.415,0.006,0,"RBFOX2"
0,4.56849494702916,0.291,0.004,0,"RIN2"
0,4.56477562747854,0.603,0.012,0,"DHCR24"
0,4.56145875128716,0.256,0.003,0,"KDELR3"
0,4.56103987238591,0.408,0.013,0,"MDK"
0,4.56099149181594,0.411,0.005,0,"MYO5C"
0,4.54047580947152,0.735,0.039,0,"MGP"
0,4.53697613651901,0.382,0.006,0,"IRS1"
0,4.53500740672311,0.488,0.008,0,"FAM114A1"
0,4.51319551453114,0.902,0.041,0,"PLPP2"
0,4.50944846850422,0.689,0.016,0,"DST"
0,4.50716028834426,0.858,0.031,0,"SDC4"
0,4.50532927985215,0.847,0.033,0,"ASPH"
0,4.50474413225257,0.263,0.004,0,"SNX7"
0,4.50381926599926,0.28,0.004,0,"C2CD4B"
0,4.50323860900638,0.281,0.003,0,"HID1"
0,4.49997341676342,0.305,0.003,0,"ST5"
0,4.48569738296877,0.762,0.015,0,"TSPAN13"
0,4.46681824069071,0.647,0.02,0,"CCND1"
0,4.45480104669799,0.436,0.006,0,"GPX3"
0,4.43153891095619,0.315,0.005,0,"CDC42BPA"
0,4.42937856437557,0.512,0.009,0,"NOL3"
0,4.42507987635603,0.468,0.009,0,"DPCD"
0,4.411738177006,0.251,0.003,0,"MFSD4A"
0,4.40559429875199,0.655,0.021,0,"H1F0"
0,4.40535406837149,0.425,0.012,0,"NXPH4"
0,4.37082548538562,0.704,0.021,0,"SLC9A3R2"
0,4.3654720742308,0.466,0.007,0,"P4HA2"
0,4.35351346703353,0.491,0.008,0,"KIAA1522"
0,4.35327711792117,0.282,0.003,0,"DOK5"
0,4.32628474265616,0.457,0.009,0,"MYO1B"
0,4.32184799871302,0.29,0.008,0,"EREG"
0,4.3181802706033,0.471,0.006,0,"CAV2"
0,4.31778997637186,0.265,0.005,0,"STAP2"
0,4.29395452806029,0.274,0.004,0,"SHB"
0,4.29178212443037,0.301,0.005,0,"PLEKHH3"
0,4.28330996908684,0.315,0.004,0,"LAMB2"
0,4.27403472023386,0.432,0.011,0,"FOXJ1"
0,4.27293761139277,0.553,0.011,0,"NET1"
0,4.26985453758222,0.257,0.004,0,"SLC22A23"
0,4.2674231538229,0.435,0.005,0,"NEBL"
0,4.26683943316431,0.394,0.006,0,"AGRN"
0,4.26264249674747,0.363,0.005,0,"SIAE"
0,4.24459625042634,0.391,0.007,0,"TSPAN15"
0,4.24186500874654,0.32,0.004,0,"WLS"
0,4.23593196259448,0.776,0.03,0,"PON2"
0,4.23529386802836,0.26,0.004,0,"FAT1"
0,4.22447756863171,0.274,0.004,0,"F12"
0,4.21990122085313,0.336,0.006,0,"NT5E"
0,4.2125922128182,0.676,0.024,0,"NQO1"
0,4.20201467760869,0.281,0.003,0,"PTPRG"
0,4.2014958799572,0.408,0.008,0,"FMO5"
0,4.19750310022927,0.281,0.006,0,"AHNAK2"
0,4.19208944698398,0.28,0.008,0,"PLAU"
0,4.18762606073279,0.343,0.006,0,"MIR210HG"
0,4.18472035516273,0.252,0.004,0,"FAM83H"
0,4.18000736471328,0.573,0.014,0,"PTK2"
0,4.17698997744145,0.926,0.078,0,"PHLDA2"
0,4.17643281882974,0.46,0.008,0,"SGPP2"
0,4.16696603771807,0.29,0.005,0,"ALDH7A1"
0,4.15767037206345,0.575,0.013,0,"CTNND1"
0,4.15479954323123,0.94,0.13,0,"ATP1B1"
0,4.150204263946,0.607,0.007,0,"C3"
0,4.14843043205009,0.352,0.006,0,"BSPRY"
0,4.14830901857066,0.788,0.027,0,"CRIP2"
0,4.14192227807544,0.479,0.015,0,"IMPA2"
0,4.13674941844432,0.324,0.005,0,"NDN"
0,4.11927773009617,0.483,0.01,0,"SPRED1"
0,4.10899059672809,0.799,0.041,0,"VEGFA"
0,4.09496258939484,0.25,0.004,0,"SMAD1"
0,4.09429507023394,0.557,0.013,0,"ERBB3"
0,4.08864374894498,0.373,0.008,0,"NAV2"
0,4.08841607174247,0.441,0.01,0,"TNKS1BP1"
0,4.08073187862482,0.589,0.016,0,"HS3ST1"
0,4.07661823787131,0.385,0.007,0,"AK4"
0,4.07105059508754,0.263,0.006,0,"TCN2"
0,4.06974977010477,0.283,0.004,0,"SLC1A7"
0,4.05997640416565,0.473,0.01,0,"KRTCAP3"
0,4.04639037974141,0.419,0.007,0,"PPL"
0,4.04560716189473,0.725,0.023,0,"FAM129B"
0,4.02880336962324,0.46,0.009,0,"NRP1"
0,4.02086258455029,0.504,0.019,0,"IGFBP3"
0,4.00982424819325,0.257,0.005,0,"RASAL2"
0,4.00917792026052,0.829,0.035,0,"PDLIM1"
0,4.00646461908281,0.336,0.006,0,"CSRP2"
0,4.00641463077892,0.279,0.006,0,"CMTM4"
0,4.00470369344463,0.273,0.005,0,"WDFY3"
0,4.00207170617574,0.461,0.01,0,"OCLN"
0,3.99649957496296,0.59,0.015,0,"SESTD1"
0,3.99489041701273,0.346,0.005,0,"BOK"
0,3.99370045012557,0.363,0.005,0,"PLPP3"
0,3.97036079150252,0.474,0.01,0,"TPBG"
0,3.96934772595915,0.614,0.019,0,"DMKN"
0,3.96567974340561,0.755,0.026,0,"MPZL2"
0,3.95895748312279,0.831,0.04,0,"KLF4"
0,3.95354197500122,0.39,0.009,0,"TCEA3"
0,3.93797916451084,0.451,0.003,0,"LIFR"
0,3.93772948756849,0.423,0.01,0,"LTBR"
0,3.9374771745143,0.4,0.005,0,"ARHGAP29"
0,3.9262514119736,0.432,0.009,0,"CHST15"
0,3.92301612536129,0.317,0.006,0,"MARVELD2"
0,3.92175029287931,0.484,0.007,0,"NFIB"
0,3.90141657900362,0.848,0.064,0,"SOX4"
0,3.90027479489849,0.475,0.012,0,"FGGY"
0,3.8984307462887,0.704,0.028,0,"DRAM1"
0,3.86457865619745,0.429,0.009,0,"ERBB2"
0,3.85187034385565,0.392,0.006,0,"DEPP1"
0,3.8513942502132,0.713,0.026,0,"ALDH2"
0,3.84684424964674,0.676,0.028,0,"FAM13A"
0,3.84150711107953,0.271,0.006,0,"CLDN12"
0,3.83159576676417,0.561,0.012,0,"CNN3"
0,3.83043011075875,0.319,0.006,0,"PFN2"
0,3.82925296145029,0.315,0.007,0,"AC068888.1"
0,3.81878737954531,0.699,0.029,0,"NR2F6"
0,3.81273355482313,0.331,0.008,0,"SORT1"
0,3.80935359433342,0.895,0.071,0,"LGALS3BP"
0,3.8056505333703,0.503,0.015,0,"TEX9"
0,3.80552082522552,0.542,0.021,0,"TGFBI"
0,3.80501374661448,0.388,0.008,0,"ZNF503"
0,3.7967412247744,0.739,0.025,0,"RAB13"
0,3.79572513009775,0.251,0.005,0,"RGL1"
0,3.78892386852977,0.717,0.023,0,"GOLM1"
0,3.7828475477996,0.53,0.015,0,"KCTD12"
0,3.78008283467208,0.354,0.006,0,"RAB38"
0,3.77931481385647,0.265,0.005,0,"FZD6"
0,3.77811222129083,0.96,0.131,0,"SPINT2"
0,3.76762507926468,0.486,0.011,0,"RAMP1"
0,3.75037979615335,0.93,0.101,0,"TSC22D1"
0,3.73948905979405,0.535,0.016,0,"SEMA4B"
0,3.73556750162997,0.917,0.136,0,"RHOB"
0,3.73433721085253,0.259,0.006,0,"KANK2"
0,3.73395755668298,0.637,0.025,0,"C11orf96"
0,3.72878135801382,0.781,0.027,0,"MLPH"
0,3.72023543758199,0.279,0.005,0,"RBMS3"
0,3.70967586347747,0.634,0.028,0,"LINC00342"
0,3.7085671216231,0.413,0.01,0,"ARMCX2"
0,3.70781200922707,0.69,0.02,0,"MAFB"
0,3.70634363829117,0.369,0.011,0,"HLA-DOA"
0,3.70453914360772,0.462,0.019,0,"IGFBP6"
0,3.68415169312356,0.727,0.036,0,"THBS1"
0,3.68264173865315,0.37,0.009,0,"HIST1H2AE"
0,3.68107551290364,0.745,0.024,0,"CFH"
0,3.67629832276478,0.311,0.005,0,"TREM1"
0,3.66825639517467,0.336,0.008,0,"SPAG4"
0,3.66362723460323,0.378,0.011,0,"TNS1"
0,3.65732360640272,0.36,0.007,0,"TLR2"
0,3.65482281510564,0.486,0.007,0,"NR2F2"
0,3.65412850769422,0.468,0.015,0,"ADAM9"
0,3.65133348161856,0.348,0.007,0,"CTGF"
0,3.64688343658553,0.278,0.006,0,"ETV5"
0,3.63984042858527,0.66,0.028,0,"ITGA3"
0,3.63639419796898,0.265,0.004,0,"NUAK1"
0,3.629671953653,0.801,0.071,0,"HPGD"
0,3.62890859073769,0.297,0.007,0,"PDK4"
0,3.61623089327302,0.366,0.006,0,"COL1A1"
0,3.61500514781497,0.637,0.011,0,"TGM2"
0,3.60472473431909,0.257,0.006,0,"SEPT10"
0,3.60027027975194,0.257,0.006,0,"PTPRK"
0,3.58876320654186,0.319,0.007,0,"CAVIN3"
0,3.58277068262704,0.487,0.014,0,"C9orf3"
0,3.57447377265746,0.264,0.007,0,"FAM20C"
0,3.56999429344481,0.56,0.022,0,"TST"
0,3.56593484374411,0.811,0.055,0,"CETN2"
0,3.56542145271127,0.252,0.006,0,"ADSSL1"
0,3.55597483855927,0.257,0.007,0,"CD276"
0,3.55085262686849,0.432,0.013,0,"SPIRE1"
0,3.54533943823297,0.695,0.028,0,"EFNB2"
0,3.54419168124554,0.525,0.019,0,"PAWR"
0,3.54053392823604,0.644,0.032,0,"HBEGF"
0,3.53607755827569,0.313,0.008,0,"CNFN"
0,3.51486115453434,0.345,0.007,0,"GSTO2"
0,3.5087224305762,0.473,0.011,0,"VASN"
0,3.50120227768079,0.309,0.009,0,"LRMDA"
0,3.49835641333739,0.86,0.204,0,"MT2A"
0,3.48946170581276,0.988,0.079,0,"CST3"
0,3.48043323929986,0.307,0.008,0,"RBMS2"
0,3.46710567521098,0.477,0.016,0,"TRIO"
0,3.45300628118109,0.835,0.124,0,"ANKRD36C"
0,3.44603970534011,0.671,0.024,0,"NPDC1"
0,3.439176326808,0.555,0.02,0,"CD99L2"
0,3.41893685170208,0.334,0.01,0,"CDC42BPB"
0,3.41804115747272,0.292,0.008,0,"TANC1"
0,3.41608127019772,0.342,0.011,0,"SHTN1"
0,3.41533724810929,0.255,0.006,0,"PYGL"
0,3.39782347951945,0.31,0.01,0,"KHDRBS3"
0,3.35144936787223,0.322,0.011,0,"TP53I3"
0,3.3389007759585,0.283,0.011,0,"ABHD17C"
0,3.33846855855551,0.358,0.013,0,"SMARCD3"
0,3.33103336814714,0.914,0.125,0,"PGRMC1"
0,3.32546066786967,0.274,0.008,0,"FGD6"
0,3.31845348013139,0.66,0.028,0,"FBP1"
0,3.31809633037738,0.432,0.015,0,"SLC6A8"
0,3.30608000640595,0.4,0.006,0,"C1S"
0,3.30073158359939,0.887,0.141,0,"CTSH"
0,3.2952093202014,0.49,0.017,0,"TNFAIP2"
0,3.29099995987984,0.267,0.008,0,"KIF13A"
0,3.29014130066944,0.576,0.025,0,"RCN1"
0,3.2634188662238,0.537,0.019,0,"CXCL8"
0,3.25193003502558,0.35,0.012,0,"NCEH1"
0,3.25149309986087,0.41,0.022,0,"RRAD"
0,3.24779940566663,0.937,0.09,0,"IFITM3"
0,3.23952642326438,0.889,0.067,0,"YBX3"
0,3.22763351252681,0.897,0.137,0,"CYB5A"
0,3.22103088524753,0.699,0.034,0,"RHOBTB3"
0,3.20836879527247,0.355,0.011,0,"CLEC11A"
0,3.20738642403078,0.323,0.008,0,"KCNK5"
0,3.20129211490693,0.903,0.117,0,"HLA-DRB5"
0,3.19788362970294,0.489,0.017,0,"ZNF117"
0,3.19695602549557,0.493,0.021,0,"TMEM176A"
0,3.19358745240861,0.317,0.009,0,"MICALL2"
0,3.18324014844377,0.656,0.028,0,"NFIA"
0,3.17663318578009,0.25,0.008,0,"STXBP1"
0,3.1726160728605,0.259,0.007,0,"GNAI1"
0,3.17243230709765,0.373,0.017,0,"MORN2"
0,3.17016074678618,0.543,0.025,0,"LDOC1"
0,3.15647941010132,0.891,0.104,0,"SPTSSA"
0,3.15225384516624,0.284,0.01,0,"GCNT2"
0,3.15175398142659,0.611,0.029,0,"FLNB"
0,3.14866555141054,0.282,0.01,0,"EPB41L1"
0,3.1449742429712,0.365,0.014,0,"SLC40A1"
0,3.13554198743142,0.788,0.055,0,"SIL1"
0,3.13542556381379,0.492,0.023,0,"CKAP4"
0,3.1329649764682,0.891,0.134,0,"ATF3"
0,3.13244607590781,0.847,0.105,0,"BEX2"
0,3.13079347611583,0.872,0.166,0,"EGR1"
0,3.12922454506142,0.904,0.129,0,"TCEAL4"
0,3.12621568968692,0.32,0.011,0,"REEP6"
0,3.12578150836705,0.298,0.011,0,"KIAA1211L"
0,3.12426903173153,0.361,0.011,0,"ERP27"
0,3.12279514462109,0.257,0.017,0,"PXDC1"
0,3.11523214823043,0.395,0.017,0,"TRIQK"
0,3.11111638047207,0.59,0.026,0,"NCKAP1"
0,3.10219499839153,0.341,0.013,0,"ANG"
0,3.09528828706439,0.405,0.014,0,"GPD2"
0,3.07449200038821,0.541,0.033,0,"SRD5A3"
0,3.07118908259385,0.291,0.009,0,"SPRED2"
0,3.06833255516723,0.633,0.035,0,"TANC2"
0,3.06687154809962,0.84,0.083,0,"SLC25A37"
0,3.06134108835062,0.745,0.053,0,"PLK2"
0,3.05857222252775,0.611,0.026,0,"MYO6"
0,3.05233630001334,0.798,0.074,0,"CPD"
0,3.04092915234197,0.281,0.01,0,"ADAMTS1"
0,3.04029402624339,0.307,0.011,0,"CAMSAP2"
0,3.03493499538037,0.306,0.012,0,"SAMD4A"
0,3.03404736516981,0.886,0.113,0,"CTNNA1"
0,3.03329662764541,0.305,0.01,0,"FILIP1L"
0,3.02595386781781,0.327,0.015,0,"TJP3"
0,3.01874195866932,0.469,0.026,0,"GEM"
0,3.01439962998202,0.265,0.01,0,"TBC1D9"
0,3.00389785817447,0.802,0.055,0,"APP"
0,2.97101279273512,0.379,0.012,0,"CES1"
0,2.96906819631859,0.297,0.012,0,"RTN2"
0,2.96608575034009,0.58,0.032,0,"TRIP6"
0,2.96537686138557,0.341,0.014,0,"INSR"
0,2.96367661388264,0.29,0.01,0,"UBXN10-AS1"
0,2.95948212789268,0.862,0.115,0,"BEX4"
0,2.94092076042806,0.312,0.004,0,"APOD"
0,2.93826440357054,0.471,0.023,0,"MIR4458HG"
0,2.92864377223393,0.559,0.018,0,"LGMN"
0,2.92490563281528,0.327,0.011,0,"RAPGEF5"
0,2.9203366510563,0.413,0.02,0,"RAB31"
0,2.91964966582009,0.404,0.024,0,"PTGS2"
0,2.91882543930865,0.573,0.041,0,"RDH10"
0,2.9134268590037,0.381,0.014,0,"CDC42EP4"
0,2.90931574359527,0.323,0.014,0,"FMNL2"
0,2.90419579876286,0.26,0.009,0,"RNF43"
0,2.90396318602889,0.287,0.01,0,"SIPA1L2"
0,2.89716705660011,0.311,0.016,0,"SORD"
0,2.88663789297652,0.691,0.044,0,"IL1R1"
0,2.87771680359827,0.54,0.025,0,"BAIAP2"
0,2.86603927483807,0.282,0.01,0,"TCTN1"
0,2.8611569239487,0.832,0.117,0,"TNFRSF12A"
0,2.85182651461825,0.712,0.048,0,"EPS8"
0,2.84733033127879,0.278,0.011,0,"ACSS2"
0,2.84688290367638,0.306,0.013,0,"CDKN2B"
0,2.83991763500415,0.27,0.011,0,"FMN1"
0,2.83000128205225,0.79,0.087,0,"TCEAL3"
0,2.8288043542576,0.547,0.031,0,"AC244090.1"
0,2.82698874991767,0.342,0.014,0,"EPB41L5"
0,2.82452446524858,0.384,0.02,0,"ITPKC"
0,2.81345236219034,0.713,0.067,0,"WEE1"
0,2.80757445865843,0.262,0.018,0,"EEF1A2"
0,2.78405269687876,0.257,0.01,0,"SPATA6"
0,2.77786132384978,0.325,0.02,0,"ITGA2"
0,2.76395038215618,0.556,0.041,0,"BEX5"
0,2.75311764255123,0.316,0.012,0,"RAB3D"
0,2.74305420775841,0.262,0.011,0,"MAGI2"
0,2.74175145512327,0.407,0.016,0,"ACTN1"
0,2.7375051139371,0.372,0.016,0,"CD302"
0,2.73593441292976,0.63,0.037,0,"PAM"
0,2.73330319567019,0.502,0.035,0,"ADM"
0,2.73307967425638,0.968,0.421,0,"NPC2"
0,2.72717747670833,0.859,0.127,0,"CAMK2N1"
0,2.72463482699029,0.54,0.01,0,"ADIRF"
0,2.71717966591634,0.448,0.023,0,"BACE2"
0,2.71348588312505,0.574,0.03,0,"TRIB1"
0,2.70946859621607,0.631,0.035,0,"FNDC3B"
0,2.70341350977792,0.389,0.02,0,"SNX30"
0,2.70171346730306,0.798,0.052,0,"GSN"
0,2.69792695896101,0.581,0.038,0,"PLXND1"
0,2.69485005444236,0.312,0.016,0,"EVI5"
0,2.68907673250717,0.601,0.04,0,"SERPINH1"
0,2.68447143332027,0.403,0.026,0,"CRYBG3"
0,2.68053080288711,0.518,0.028,0,"ATP11A"
0,2.68018944390456,0.363,0.016,0,"TPCN1"
0,2.67766348700987,0.793,0.083,0,"RTL8A"
0,2.670755168332,0.422,0.022,0,"PKP4"
0,2.66952096843967,0.269,0.012,0,"ZNF462"
0,2.66687181917961,0.614,0.055,0,"ICAM1"
0,2.66671377331743,0.41,0.022,0,"ARSD"
0,2.66355104603815,0.254,0.01,0,"CTTNBP2"
0,2.66268975498705,0.885,0.151,0,"BLVRB"
0,2.66219190775045,0.892,0.133,0,"TSPAN3"
0,2.66191109609427,0.934,0.451,0,"CD74"
0,2.66011285790604,0.867,0.139,0,"TCEAL8"
0,2.65961547737142,0.518,0.032,0,"F11R"
0,2.64788521920691,0.793,0.231,0,"MT1X"
0,2.63404199701022,0.531,0.033,0,"FNIP2"
0,2.62053389734597,0.31,0.011,0,"IL1RAP"
0,2.61456745047261,0.372,0.016,0,"FRY"
0,2.61170500908265,0.917,0.178,0,"APLP2"
0,2.60759425939973,0.751,0.088,0,"TPM1"
0,2.60259986562257,0.887,0.227,0,"CYSTM1"
0,2.59940737630014,0.79,0.079,0,"ERGIC1"
0,2.5981462367866,0.507,0.034,0,"FAM213A"
0,2.59206833215036,0.394,0.019,0,"HIST1H2BD"
0,2.58509480216011,0.335,0.015,0,"GRAMD2B"
0,2.58064981786969,0.523,0.033,0,"PARD6B"
0,2.57524300178316,0.335,0.016,0,"DLC1"
0,2.57284485893281,0.76,0.07,0,"SH3YL1"
0,2.56889992547875,0.465,0.025,0,"KIF9"
0,2.56669720730157,0.388,0.02,0,"SLC12A7"
0,2.56373492984026,0.986,0.368,0,"DSTN"
0,2.55966294205555,0.667,0.046,0,"HES1"
0,2.55751807988046,0.529,0.036,0,"TCEAL1"
0,2.55615115771684,0.559,0.031,0,"MLF1"
0,2.55523388475604,0.765,0.074,0,"LAPTM4B"
0,2.55516845485834,0.261,0.011,0,"PDGFA"
0,2.55406815965209,0.834,0.105,0,"MAGT1"
0,2.54248068675747,0.321,0.013,0,"SLC19A2"
0,2.54222205869856,0.27,0.011,0,"FHIT"
0,2.54047557595201,0.356,0.019,0,"DHX32"
0,2.53317584049463,0.957,0.272,0,"TIMP1"
0,2.52068839151516,0.377,0.017,0,"HTRA1"
0,2.52023603494442,0.436,0.024,0,"COBLL1"
0,2.51340112435721,0.681,0.058,0,"ETS2"
0,2.5120607986609,0.372,0.014,0,"IRAK3"
0,2.51115096238419,0.452,0.028,0,"SAMD12"
0,2.48960280375858,0.414,0.025,0,"HOOK1"
0,2.48523330311007,0.274,0.012,0,"LRRK2"
0,2.48358010222454,0.819,0.094,0,"PCBD1"
0,2.48301142648976,0.329,0.02,0,"SMIM1"
0,2.46914484064872,0.92,0.25,0,"TKT"
0,2.46881202744351,0.502,0.024,0,"YES1"
0,2.46398078585032,0.287,0.017,0,"PIGA"
0,2.4616397060055,0.397,0.024,0,"CDK2AP1"
0,2.4581741688656,0.399,0.027,0,"SLC25A23"
0,2.45361222773633,0.733,0.066,0,"RAB34"
0,2.45361025756384,0.455,0.03,0,"ADAM15"
0,2.44764257208864,0.977,0.758,0,"SSR4"
0,2.44608209009913,0.316,0.016,0,"PALLD"
0,2.44601989674495,0.291,0.018,0,"HIST1H4H"
0,2.44492469232174,0.421,0.023,0,"FCHO2"
0,2.44193425692149,0.279,0.012,0,"TNS3"
0,2.44100495381145,0.305,0.016,0,"BCORL1"
0,2.43795619818693,0.465,0.034,0,"CHPF"
0,2.43785124765844,0.533,0.036,0,"ALDH3A2"
0,2.43761630147566,0.342,0.008,0,"C1R"
0,2.43278855610922,0.361,0.022,0,"CYFIP1"
0,2.43211067872921,0.844,0.112,0,"TMEM205"
0,2.43181327021506,0.462,0.033,0,"CERS6"
0,2.42764762627701,0.273,0.011,0,"B3GNT5"
0,2.41747746401479,0.749,0.024,0,"S100A9"
0,2.41418541816434,0.44,0.024,0,"HIST2H2BE"
0,2.41353946208611,0.504,0.053,0,"FAM84B"
0,2.41306365499955,0.987,0.536,0,"GSTP1"
0,2.41296069365965,0.282,0.021,0,"RRAGD"
0,2.4124771510228,0.341,0.019,0,"C3orf14"
0,2.41157046758366,0.464,0.027,0,"MGST2"
